,,,State,Turnout Rates,,,Numerators,,Denominators,,VEP Components (Modifications to VAP to Calculate VEP),,,,,
1992,37,42,South Dakota,,66.70%,66.10%,,336254,503759,"508,841",0.70%,"1,487",0,0,"1,487",
1992,54,43,Tennessee,,53.20%,52.00%,,1982638,3726024,"3,811,036",1.10%,"11,849","38,614","11,819","42,975",
1992,49,44,Texas,,54.20%,48.30%,,6154018,11356487,"12,747,860",8.10%,"60,467","360,702","121,141","361,959",
1992,67,45,Utah,67.50%,64.00%,61.80%,"784,988",743999,1162363,"1,203,861",3.40%,0,0,0,0,
1992,6,46,Vermont,69.70%,69.00%,67.90%,"292,797",289701,419810,"426,860",1.70%,0,0,0,0,
1992,40,47,Virginia,,55.40%,52.70%,,2558665,4622125,"4,856,799",3.90%,"21,199","23,510","11,372","44,326",
1992,73,48,Washington,65.00%,64.00%,59.80%,"2,324,907",2288230,3575852,"3,827,227",4.70%,"9,959","103,837","7,850","69,728",
1992,56,49,West Virginia,,50.10%,49.60%,,683762,1365368,"1,377,282",0.50%,"1,674","5,688",988,"5,506",
1992,25,50,Wisconsin,,69.90%,68.20%,,2531114,3619273,"3,712,414",1.60%,"8,191","40,424","5,560","33,963",
1992,68,51,Wyoming,62.80%,61.90%,60.60%,"203,602",200617,324253,"331,170",1.10%,"1,063","3,310",404,"3,122",
1990,0,0,United States,0.00%,38.40%,36.50%,,67859189,176629259,"186,158,841",5.50%,"761,106","1,489,999","395,140","1,901,246","2,659,455"
1990,41,1,Alabama,,41.10%,40.40%,,1215889,2956385,"3,012,797",0.70%,"15,665","27,686","5,970","35,478",
1990,81,2,Alaska,54.20%,53.40%,51.30%,"197,540",194750,364419,"379,863",2.80%,"2,622","3,599",568,"4,990",
1990,61,3,Arizona,43.40%,41.80%,39.00%,"1,094,735",1055406,2523614,"2,705,468",5.50%,"14,861","30,397","2,711","32,771",
1990,42,4,Arkansas,,40.70%,39.90%,,696209,1710799,"1,742,746",0.70%,"7,322","15,983","3,971","19,285",
1990,71,5,California,43.50%,42.40%,34.90%,"7,899,131",7699420,18156500,"22,061,053",17.00%,"97,309",0,"67,562","164,871",
1990,62,6,Colorado,44.20%,43.20%,41.80%,"1,046,139",1022027,2366650,"2,447,513",2.90%,"7,671",0,"2,396","10,067",
1990,1,7,Connecticut,48.60%,47.90%,45.00%,"1,159,361",1141101,2383795,"2,538,398",4.70%,"10,500","46,640",291,"34,111",
1990,11,8,Delaware,37.80%,37.00%,35.50%,"183,977",180152,486760,"507,016",1.90%,"3,471","12,223","1,283","10,866",
1990,55,9,District of Columbia,38.90%,38.30%,34.50%,"171,677",169066,441742,"489,808",7.80%,"9,947",0,0,"9,947",
1990,43,10,Florida,,38.60%,34.80%,,3530871,9145312,"10,137,720",8.30%,"44,387","210,781","2,064","151,842",
1990,44,11,Georgia,,31.60%,30.20%,,1449652,4588953,"4,803,269",2.10%,"22,411","134,840","22,646","112,477",
1990,82,12,Hawaii,45.90%,45.40%,41.70%,"354,144",349666,770836,"838,633",7.80%,"2,533",0,0,"2,533",
1990,63,13,Idaho,47.60%,46.50%,45.30%,"328,340",320610,690154,"707,535",2.20%,"1,961",0,0,"1,961",
1990,21,14,Illinois,42.60%,40.60%,38.20%,"3,420,720",3257410,8029525,"8,535,069",5.60%,"27,516",0,0,"27,516",
1990,22,15,Indiana,38.40%,36.80%,36.30%,"1,566,371",1502687,4080236,"4,135,602",1.00%,"12,736",0,0,"12,736",
1990,31,16,Iowa,49.50%,48.40%,47.60%,"1,004,908",983933,2030935,"2,065,490",1.00%,"3,967","13,895","2,111","13,026",
1990,32,17,Kansas,45.20%,44.10%,43.20%,"805,251",786096,1783412,"1,821,368",1.80%,"5,775",0,0,"5,775",
1990,51,18,Kentucky,,33.60%,33.20%,,916010,2722356,"2,755,670",0.60%,"9,023","7,482","3,183","15,947",
1990,45,19,Louisiana,,47.20%,46.20%,,1396113,2959148,"3,020,682",1.40%,"18,599",0,0,"18,599",
1990,2,20,Maine,,57.30%,56.50%,,522181,910982,"924,839",1.50%,0,0,0,0,
1990,52,21,Maryland,34.50%,32.70%,30.60%,"1,170,867",1111088,3397126,"3,632,477",4.50%,"17,848","82,898","11,192","70,489",
1990,3,22,Massachusetts,55.30%,53.40%,50.30%,"2,424,579",2341990,4384671,"4,660,342",5.90%,0,0,0,0,
1990,23,23,Michigan,39.50%,38.30%,37.30%,"2,641,649",2564563,6693069,"6,872,954",2.10%,"34,267",0,0,"34,267",
1990,33,24,Minnesota,58.80%,57.60%,56.00%,"1,843,104",1806777,3136830,"3,225,335",1.70%,"3,176","59,323","1,873","34,711",
1990,46,25,Mississippi,,20.20%,19.90%,,368502,1824156,"1,850,099",0.50%,"8,375","8,221","3,478","15,964",
1990,34,26,Missouri,,36.20%,35.40%,,1352552,3740308,"3,821,136",0.90%,"14,943","42,322","9,196","45,300",
1990,64,27,Montana,57.00%,55.70%,55.10%,"326,652",319336,573045,"579,158",0.80%,"1,425",0,0,"1,425",
1990,35,28,Nebraska,53.40%,52.50%,51.40%,"604,195",593828,1131746,"1,154,859",1.10%,"2,403","14,654",632,"10,362",
1990,65,29,Nevada,38.00%,37.40%,34.60%,"325,959",320743,858018,"926,572",6.10%,"5,322","7,700","2,850","12,022",
1990,4,30,New Hampshire,37.80%,36.20%,35.40%,"307,700",294819,814549,"832,887",2.00%,"1,342",0,0,"1,342",
1990,12,31,New Jersey,36.80%,35.70%,32.60%,"1,998,894",1938454,5429251,"5,951,541",7.40%,"21,128","72,341","23,298","80,597",
1990,66,32,New Mexico,41.80%,40.00%,38.20%,"429,509",411236,1026902,"1,076,522",3.90%,"3,187","6,294","1,224","7,558",
1990,13,33,New York,35.00%,33.10%,29.50%,"4,290,261",4056896,12271903,"13,742,688",10.00%,"54,895",0,"42,837","97,732",
1990,47,34,North Carolina,,41.90%,40.80%,,2069585,4938968,"5,073,437",1.30%,"18,411","77,829","9,883","67,209",
1990,36,35,North Dakota,52.00%,50.70%,50.20%,"240,301",233973,461711,"465,851",0.80%,483,0,0,483,
1990,24,36,Ohio,45.40%,43.60%,42.90%,"3,620,469",3477650,7975680,"8,103,382",1.20%,"31,822",0,0,"31,822",
1990,53,37,Oklahoma,41.30%,40.50%,39.40%,"929,639",911314,2251719,"2,313,340",1.50%,"12,285","24,411","3,236","27,727",
1990,72,38,Oregon,55.10%,54.10%,52.10%,"1,133,125",1112847,2057833,"2,137,314",3.40%,"6,492",0,0,"6,492",
1990,14,39,Pennsylvania,,34.10%,33.50%,,3052760,8962083,"9,120,122",1.50%,"22,290",0,0,"22,290",
1990,5,40,Rhode Island,51.70%,50.20%,46.60%,"375,188",364052,725084,"780,448",5.80%,"2,392","15,366",321,"10,396",
1990,48,41,South Carolina,31.30%,30.00%,29.30%,"793,614",760965,2537384,"2,598,170",0.90%,"17,319","32,287","3,543","37,006",
1990,37,42,South Dakota,,52.30%,51.90%,,258976,494849,"499,072",0.60%,"1,341",0,0,"1,341",
1990,54,43,Tennessee,,21.80%,21.40%,,790441,3624940,"3,693,970",0.80%,"10,388","32,719","11,327","38,075",
1990,49,44,Texas,,35.30%,31.80%,,3892746,11034190,"12,232,761",7.20%,"50,042","308,357","109,726","313,947",
1990,67,45,Utah,42.20%,40.70%,39.60%,"457,983",442213,1086050,"1,116,922",2.80%,0,0,0,0,
1990,6,46,Vermont,52.30%,50.90%,50.10%,"217,384",211422,415564,"422,130",1.60%,0,0,0,0,
1990,40,47,Virginia,,25.50%,24.50%,,1152854,4512504,"4,715,129",3.50%,"17,593","21,303","9,048","37,293",
1990,73,48,Washington,39.80%,38.40%,36.10%,"1,362,651",1313217,3421256,"3,634,031",4.20%,"7,995","84,817","9,615","60,019",
1990,56,49,West Virginia,,30.00%,29.80%,,404305,1347723,"1,358,773",0.40%,"1,565","5,059","1,000","5,095",
1990,25,50,Wisconsin,,39.00%,38.10%,,1379727,3541548,"3,617,625",1.40%,"7,465","29,370","4,099","26,249",
1990,68,51,Wyoming,52.50%,51.20%,50.20%,"164,309",160109,312961,"319,255",1.10%,"1,110","2,980",313,"2,913",
1988,0,0,United States,0.00%,52.80%,50.30%,,91594691,173579281,"181,955,484",5.10%,"616,785","1,319,935","317,223","1,593,976","2,527,370"
1988,41,1,Alabama,,47.50%,46.70%,,1378476,2901744,"2,949,934",0.60%,"12,610","25,301","4,701","29,962",
1988,81,2,Alaska,57.30%,56.40%,54.20%,"203,433",200116,355023,"369,260",2.60%,"2,588","2,994",498,"4,583",
1988,61,3,Arizona,49.10%,47.70%,44.90%,"1,204,169",1171873,2454254,"2,609,995",5.00%,"12,095","25,446","1,669","26,487",
1988,42,4,Arkansas,,49.00%,48.20%,,827738,1689491,"1,717,388",0.60%,"5,519","15,931","3,840","17,325",
1988,71,5,California,57.50%,55.70%,46.50%,"10,194,539",9887065,17738700,"21,249,801",15.90%,"76,171",0,"49,364","125,535",
1988,62,6,Colorado,60.80%,59.00%,57.30%,"1,416,265",1372394,2327768,"2,396,786",2.60%,"5,765",0,"1,743","7,508",
1988,1,7,Connecticut,61.40%,60.70%,57.20%,"1,461,962",1443394,2379699,"2,525,021",4.50%,"8,005","46,086",371,"31,419",
1988,11,8,Delaware,54.00%,52.90%,51.00%,"254,973",249891,472441,"489,696",1.70%,"3,197","9,576","1,093","9,078",
1988,55,9,District of Columbia,43.50%,42.50%,38.40%,"197,135",192877,453636,"502,362",7.20%,"8,831",0,"3,949","12,780",
1988,43,10,Florida,,49.00%,44.60%,,4302313,8777510,"9,651,236",7.80%,"34,732","165,475","2,562","120,032",
1988,44,11,Georgia,,40.60%,39.10%,,1809672,4459739,"4,631,342",1.70%,"18,787","121,559","11,308","90,875",
1988,82,12,Hawaii,49.80%,47.90%,44.10%,"368,567",354461,739890,"803,568",7.60%,"2,300",0,0,"2,300",
1988,63,13,Idaho,63.10%,61.30%,59.90%,"421,213",408968,667345,"682,522",2.00%,"1,581",0,0,"1,581",
1988,21,14,Illinois,59.10%,57.30%,54.20%,"4,697,192",4559120,7950848,"8,410,414",5.20%,"21,081",0,0,"21,081",
1988,22,15,Indiana,55.60%,54.30%,53.60%,"2,222,811",2168621,3996319,"4,045,785",0.90%,"11,406",0,0,"11,406",
1988,31,16,Iowa,61.40%,60.60%,59.70%,"1,240,854",1225614,2021793,"2,052,326",0.90%,"3,034","13,099","1,945","11,529",
1988,32,17,Kansas,,56.00%,54.90%,,993044,1774451,"1,808,604",1.60%,"5,817",0,0,"5,817",
1988,51,18,Kentucky,,49.30%,48.80%,,1322517,2680364,"2,709,782",0.60%,"7,119","7,398","3,443","14,261",
1988,45,19,Louisiana,,55.40%,54.20%,,1628202,2941023,"3,005,785",1.40%,"16,242",0,"7,387","23,629",
1988,2,20,Maine,,62.50%,61.50%,,555035,888612,"901,850",1.50%,0,0,0,0,
1988,52,21,Maryland,52.50%,51.60%,48.50%,"1,747,350",1714358,3325582,"3,535,730",4.20%,"14,276","78,619","9,225","62,811",
1988,3,22,Massachusetts,61.30%,60.00%,56.70%,"2,689,857",2632801,4385728,"4,642,061",5.50%,0,0,0,0,
1988,23,23,Michigan,56.70%,55.50%,54.20%,"3,745,751",3669163,6608812,"6,773,776",2.00%,"27,612",0,0,"27,612",
1988,33,24,Minnesota,68.80%,67.90%,66.20%,"2,125,119",2096790,3087194,"3,166,668",1.50%,"2,799","56,901","1,639","32,889",
1988,46,25,Mississippi,,52.00%,51.30%,,931527,1792847,"1,815,826",0.50%,"7,384","6,854","3,177","13,988",
1988,34,26,Missouri,,56.60%,55.50%,,2093713,3696905,"3,769,751",0.90%,"12,176","42,728","7,207","40,747",
1988,64,27,Montana,66.70%,64.40%,63.70%,"378,981",365674,568014,"573,791",0.80%,"1,272",0,0,"1,272",
1988,35,28,Nebraska,60.30%,58.80%,57.80%,"678,669",661465,1125252,"1,144,305",0.90%,"2,156","11,411",447,"8,309",
1988,65,29,Nevada,46.10%,45.60%,42.50%,"354,261",350067,768131,"823,940",5.50%,"4,881","7,032","2,100","10,497",
1988,4,30,New Hampshire,57.80%,56.40%,55.20%,"462,503",451074,800468,"817,358",1.90%,"1,019",0,0,"1,019",
1988,12,31,New Jersey,57.10%,57.00%,52.50%,"3,102,502",3099553,5435008,"5,904,776",6.90%,"16,936","57,903","18,463","64,351",
1988,66,32,New Mexico,53.40%,52.00%,49.80%,"535,694",521287,1002876,"1,046,754",3.60%,"2,825","5,312","1,230","6,711",
1988,13,33,New York,54.00%,52.70%,47.50%,"6,636,310",6485683,12300666,"13,659,215",9.40%,"44,560",0,"33,962","78,522",
1988,47,34,North Carolina,,44.50%,43.50%,,2134370,4794041,"4,903,045",1.10%,"17,078","67,164","6,191","56,851",
1988,36,35,North Dakota,66.20%,63.70%,63.20%,"309,100",297261,466684,"470,652",0.70%,466,0,0,466,
1988,24,36,Ohio,57.30%,55.80%,55.00%,"4,505,284",4393585,7869099,"7,986,220",1.10%,"26,462",0,0,"26,462",
1988,53,37,Oklahoma,53.10%,52.10%,50.90%,"1,192,815",1171036,2245785,"2,300,258",1.30%,"10,448","23,341","1,455","23,574",
1988,72,38,Oregon,62.30%,60.60%,58.50%,"1,235,199",1201694,1982355,"2,055,379",3.10%,"5,991",0,"3,790","9,781",
1988,14,39,Pennsylvania,,51.00%,50.20%,,4536251,8892826,"9,037,056",1.40%,"17,900",0,0,"17,900",
1988,5,40,Rhode Island,57.60%,56.10%,52.50%,"415,963",404620,721773,"771,407",5.50%,"1,906","9,824",442,"7,260",
1988,48,41,South Carolina,42.50%,40.20%,39.40%,"1,041,846",986009,2453644,"2,504,635",0.80%,"13,888","26,260","3,626","30,644",
1988,37,42,South Dakota,,63.40%,62.90%,,312991,494034,"497,633",0.50%,"1,020",0,0,"1,020",
1988,54,43,Tennessee,,46.10%,45.30%,,1636250,3551452,"3,609,081",0.70%,"7,732","28,282","9,529","31,402",
1988,49,44,Texas,,50.10%,45.70%,,5427410,10833436,"11,877,787",6.60%,"40,437","288,906","77,827","262,717",
1988,67,45,Utah,63.40%,62.00%,60.50%,"661,546",647008,1043170,"1,069,800",2.50%,0,0,0,0,
1988,6,46,Vermont,66.70%,60.10%,59.20%,"270,148",243328,404795,"411,136",1.50%,0,0,0,0,
1988,40,47,Virginia,,49.80%,47.90%,,2191609,4396900,"4,571,637",3.20%,"14,184","17,945","6,576","29,733",
1988,73,48,Washington,58.60%,56.80%,53.80%,"1,923,043",1865253,3282173,"3,465,082",3.90%,"5,816","64,257","10,745","48,690",
1988,56,49,West Virginia,,48.50%,48.10%,,653311,1347692,"1,358,249",0.40%,"1,455","4,811",807,"4,668",
1988,25,50,Wisconsin,,62.80%,61.60%,,2191608,3489742,"3,558,322",1.30%,"6,353","26,305","4,128","23,634",
1988,68,51,Wyoming,59.20%,56.00%,55.10%,"186,417",176551,315073,"320,695",1.00%,945,"2,186",333,"2,371",
1986,0,0,United States,0.00%,38.10%,36.50%,,64991128,170396029,"177,922,330",4.70%,"535,547","1,177,814","242,663","1,367,117","2,216,053"
1986,41,1,Alabama,,43.10%,42.50%,,1236230,2869652,"2,911,819",0.60%,"11,710","21,371","3,038","25,434",
1986,81,2,Alaska,51.90%,51.40%,49.60%,"182,526",180801,351841,"364,871",2.50%,"2,460","2,885",119,"4,022",
1986,61,3,Arizona,38.40%,37.40%,35.30%,"889,668",866984,2319046,"2,452,624",4.60%,"9,434","20,283","2,034","21,610",
1986,42,4,Arkansas,,41.40%,40.80%,,695487,1681564,"1,706,578",0.60%,"4,701","12,700","4,023","15,074",
1986,71,5,California,44.40%,43.40%,36.80%,"7,617,142",7443551,17166275,"20,222,886",14.70%,"59,484",0,"33,172","92,656",
1986,62,6,Colorado,47.50%,45.90%,44.70%,"1,096,867",1060765,2309652,"2,372,880",2.40%,"3,804",0,"1,827","5,631",
1986,1,7,Connecticut,43.70%,42.40%,40.10%,"1,025,605",993692,2344327,"2,479,722",4.30%,"6,905","41,304",603,"28,160",
1986,11,8,Delaware,36.30%,35.30%,34.10%,"165,563",160757,455609,"470,828",1.60%,"2,833","7,985",978,"7,804",
1986,55,9,District of Columbia,28.80%,28.30%,25.90%,"134,158",131802,465993,"508,553",6.50%,"6,618",0,"2,980","9,598",
1986,43,10,Florida,,40.90%,37.50%,,3429996,8384015,"9,158,241",7.30%,"32,237","139,859","3,478","105,645",
1986,44,11,Georgia,,28.50%,27.50%,,1224948,4300049,"4,450,093",1.50%,"16,922","109,485","10,421","82,086",
1986,82,12,Hawaii,48.10%,46.70%,43.10%,"344,416",334115,715459,"775,534",7.50%,"2,180",0,0,"2,180",
1986,63,13,Idaho,59.30%,58.40%,57.20%,"392,909",387426,663126,"677,205",1.90%,"1,448",0,0,"1,448",
1986,21,14,Illinois,42.00%,39.70%,37.70%,"3,322,657",3144185,7912733,"8,343,755",4.90%,"19,456",0,0,"19,456",
1986,22,15,Indiana,41.10%,39.40%,39.00%,"1,619,005",1555505,3943714,"3,990,379",0.90%,"10,175",0,0,"10,175",
1986,31,16,Iowa,45.60%,45.10%,44.40%,"922,094",910623,2020678,"2,049,547",0.90%,"2,777","12,584","1,929","10,998",
1986,32,17,Kansas,,47.80%,47.00%,,840605,1757001,"1,788,426",1.50%,"5,345",0,0,"5,345",
1986,51,18,Kentucky,,25.50%,25.20%,,677280,2661218,"2,687,605",0.50%,"5,288","6,841","3,370","12,079",
1986,45,19,Louisiana,,45.40%,44.60%,,1369897,3014498,"3,069,021",1.30%,"14,300",0,0,"14,300",
1986,2,20,Maine,,49.70%,49.00%,,426861,858200,"870,604",1.40%,0,0,0,0,
1986,52,21,Maryland,36.10%,34.60%,32.70%,"1,161,136",1112637,3216833,"3,401,061",3.80%,"13,326","69,134","7,494","55,387",
1986,3,22,Massachusetts,41.10%,38.90%,36.90%,"1,777,276",1684079,4326264,"4,560,556",5.10%,0,0,0,0,
1986,23,23,Michigan,37.80%,36.80%,35.90%,"2,468,009",2396564,6520661,"6,674,856",2.00%,"20,742",0,0,"20,742",
1986,33,24,Minnesota,48.20%,46.80%,45.80%,"1,456,579",1415989,3024070,"3,089,544",1.40%,"2,462","38,901","1,437","23,350",
1986,46,25,Mississippi,,29.40%,29.00%,,523563,1782721,"1,804,699",0.50%,"6,747","6,458","3,454","13,430",
1986,34,26,Missouri,,40.40%,39.70%,,1477327,3655213,"3,717,988",0.80%,"10,309","33,819","5,229","32,448",
1986,64,27,Montana,57.10%,55.60%,55.00%,"326,436",317862,572113,"577,604",0.80%,"1,111",0,0,"1,111",
1986,35,28,Nebraska,51.50%,50.30%,49.50%,"577,916",564422,1123099,"1,141,336",0.90%,"2,044","11,265",304,"7,981",
1986,65,29,Nevada,37.80%,37.40%,35.10%,"264,365",261932,700192,"747,283",5.10%,"4,551","5,518","1,529","8,839",
1986,4,30,New Hampshire,33.80%,33.00%,32.40%,"257,410",250966,760526,"775,686",1.90%,782,0,0,782,
1986,12,31,New Jersey,30.40%,28.80%,26.70%,"1,639,330",1553544,5396487,"5,819,614",6.40%,"12,020","51,359","14,064","51,764",
1986,66,32,New Mexico,41.40%,40.00%,38.50%,"408,621",394833,987220,"1,026,160",3.20%,"2,416","4,175","1,147","5,651",
1986,13,33,New York,36.50%,35.00%,31.80%,"4,481,718",4293971,12263480,"13,512,043",8.70%,"38,449",0,"29,325","67,774",
1986,47,34,North Carolina,,34.20%,33.50%,,1591330,4653016,"4,749,053",1.00%,"17,698","58,644","3,322","50,342",
1986,36,35,North Dakota,62.30%,61.00%,60.50%,"295,177",289013,473962,"477,812",0.70%,421,0,0,421,
1986,24,36,Ohio,46.60%,40.10%,39.60%,"3,628,870",3121189,7781083,"7,891,503",1.10%,"22,463",0,0,"22,463",
1986,53,37,Oklahoma,40.80%,39.70%,38.80%,"934,447",909925,2290182,"2,343,190",1.30%,"9,708","22,740","1,670","22,748",
1986,72,38,Oregon,56.40%,54.90%,53.20%,"1,088,086",1059630,1928782,"1,990,233",2.80%,"4,770",0,0,"4,770",
1986,14,39,Pennsylvania,,38.40%,37.80%,,3388275,8820459,"8,955,720",1.30%,"15,201",0,0,"15,201",
1986,5,40,Rhode Island,45.40%,43.00%,40.40%,"322,724",305663,711034,"756,297",5.20%,"1,358","8,174",453,"5,898",
1986,48,41,South Carolina,31.90%,31.50%,30.90%,"763,493",753751,2393329,"2,437,430",0.80%,"11,676","21,110","3,066","25,297",
1986,37,42,South Dakota,,60.10%,59.70%,,295830,492333,"495,833",0.50%,"1,081",0,0,"1,081",
1986,54,43,Tennessee,,34.80%,34.30%,,1210339,3478867,"3,532,177",0.70%,"7,591","26,291","8,600","29,337",
1986,49,44,Texas,,31.90%,29.30%,,3442368,10786533,"11,732,625",6.00%,"38,534","290,074","57,509","241,080",
1986,67,45,Utah,43.50%,42.50%,41.50%,"445,499",435111,1024337,"1,049,339",2.40%,0,0,0,0,
1986,6,46,Vermont,54.30%,50.50%,49.70%,"211,709",196716,389843,"396,034",1.60%,0,0,0,0,
1986,40,47,Virginia,,29.10%,28.10%,,1233611,4240797,"4,394,143",2.90%,"12,930","17,126","5,767","27,260",
1986,73,48,Washington,43.10%,42.40%,40.40%,"1,358,160",1337367,3151152,"3,310,457",3.60%,"6,603","49,663","7,666","39,101",
1986,56,49,West Virginia,32.80%,29.90%,29.70%,"449,249",410131,1370305,"1,380,916",0.40%,"1,472","4,241",968,"4,561",
1986,25,50,Wisconsin,,44.50%,43.70%,,1526960,3432034,"3,495,584",1.20%,"5,736","24,648","3,854","21,914",
1986,68,51,Wyoming,51.30%,50.10%,49.30%,"168,615",164720,328971,"334,385",1.00%,861,"1,840",337,"2,118",
1984,0,0,United States,0.00%,55.20%,53.30%,,92652680,167701904,"173,994,610",4.30%,"454,092","1,012,936","204,686","1,165,246","2,360,867"
1984,41,1,Alabama,,50.90%,50.30%,,1441713,2831099,"2,867,180",0.50%,"10,482","16,338","2,194","20,845",
1984,81,2,Alaska,62.10%,60.50%,58.60%,"213,173",207605,343030,"354,410",2.30%,"1,967","2,064",147,"3,146",
1984,61,3,Arizona,48.90%,47.70%,45.30%,"1,051,339",1025897,2151391,"2,263,826",4.20%,"7,845","16,687","1,660","17,849",
1984,42,4,Arkansas,,53.00%,52.30%,,884406,1668136,"1,689,480",0.50%,"4,482","8,238","3,463","12,064",
1984,71,5,California,58.90%,57.20%,49.30%,"9,796,375",9505423,16618345,"19,270,739",13.40%,"43,197",0,"30,645","73,842",
1984,62,6,Colorado,59.20%,57.10%,55.70%,"1,343,437",1295380,2267668,"2,325,829",2.30%,"3,231",0,"1,709","4,940",
1984,1,7,Connecticut,64.80%,63.80%,60.30%,"1,490,946",1466900,2300533,"2,431,057",4.10%,"5,718","46,681",868,"29,927",
1984,11,8,Delaware,58.40%,57.50%,55.90%,"258,182",254572,442354,"455,312",1.50%,"2,202","6,373",830,"6,219",
1984,55,9,District of Columbia,46.50%,44.80%,41.80%,"219,193",211288,471669,"505,550",5.80%,"4,521",0,0,"4,521",
1984,43,10,Florida,,52.40%,48.30%,,4180051,7976805,"8,656,427",6.80%,"26,914","118,318","5,661","91,734",
1984,44,11,Georgia,,43.10%,41.90%,,1776120,4119852,"4,243,165",1.30%,"15,404","90,057","7,246","67,679",
1984,82,12,Hawaii,50.30%,48.40%,44.70%,"349,253",335846,694187,"750,909",7.30%,"1,965",0,0,"1,965",
1984,63,13,Idaho,63.70%,62.00%,60.80%,"421,935",411144,662771,"675,772",1.70%,"1,253",0,0,"1,253",
1984,21,14,Illinois,62.70%,60.80%,57.90%,"4,969,352",4819088,7922605,"8,327,065",4.70%,"17,114",0,0,"17,114",
1984,22,15,Indiana,57.90%,57.00%,56.40%,"2,268,493",2233069,3916362,"3,960,870",0.90%,"9,328",0,0,"9,328",
1984,31,16,Iowa,65.10%,64.10%,63.30%,"1,339,886",1319805,2057482,"2,084,995",0.80%,"2,836","11,924","1,662","10,460",
1984,32,17,Kansas,,58.40%,57.40%,,1021991,1751223,"1,779,487",1.30%,"4,244",0,0,"4,244",
1984,51,18,Kentucky,,51.80%,51.20%,,1369345,2643027,"2,672,424",0.50%,"4,820","15,004","3,567","15,889",
1984,45,19,Louisiana,,56.50%,55.60%,,1706822,3019930,"3,072,074",1.30%,"13,659",0,0,"13,659",
1984,2,20,Maine,,65.80%,64.90%,,553144,840251,"852,022",1.40%,0,0,0,0,
1984,52,21,Maryland,54.50%,53.80%,51.10%,"1,695,924",1675873,3113967,"3,278,321",3.40%,"13,124","64,827","7,046","52,584",
1984,3,22,Massachusetts,60.70%,59.90%,57.00%,"2,595,054",2559453,4273437,"4,486,676",4.80%,0,0,0,0,
1984,23,23,Michigan,60.60%,59.30%,58.00%,"3,884,854",3801658,6407156,"6,550,877",2.00%,"14,604",0,0,"14,604",
1984,33,24,Minnesota,70.90%,69.90%,68.60%,"2,115,317",2084449,2982015,"3,039,490",1.30%,"2,167","31,440","1,418","19,305",
1984,46,25,Mississippi,,53.30%,52.70%,,941104,1766654,"1,787,243",0.50%,"6,115","6,570","3,108","12,508",
1984,34,26,Missouri,,58.70%,57.80%,,2122783,3617948,"3,671,506",0.80%,"8,770","23,574","4,366","24,923",
1984,64,27,Montana,68.20%,66.40%,65.80%,"395,006",384377,578925,"584,162",0.70%,964,0,0,964,
1984,35,28,Nebraska,59.10%,57.50%,56.60%,"670,781",652090,1135012,"1,152,310",0.90%,"1,665","10,763",361,"7,408",
1984,65,29,Nevada,44.80%,43.60%,41.10%,"294,413",286667,656862,"697,185",4.70%,"3,488","5,226","1,187","7,288",
1984,4,30,New Hampshire,56.60%,54.10%,53.10%,"406,608",388904,718967,"732,480",1.80%,581,0,0,581,
1984,12,31,New Jersey,60.50%,60.50%,56.50%,"3,215,941",3217862,5318696,"5,699,440",5.90%,"10,363","44,208","12,206","44,673",
1984,66,32,New Mexico,54.60%,53.80%,51.90%,"522,328",514370,956246,"990,632",2.90%,"2,129","3,926","1,194","5,286",
1984,13,33,New York,57.20%,55.60%,50.90%,"7,000,828",6806810,12232120,"13,373,558",8.10%,"33,109",0,"24,212","57,321",
1984,47,34,North Carolina,,48.20%,47.30%,,2175361,4512013,"4,598,151",0.90%,"16,371","52,600","3,892","46,563",
1984,36,35,North Dakota,67.20%,64.00%,63.50%,"324,179",308971,482655,"486,449",0.70%,432,0,0,432,
1984,24,36,Ohio,60.30%,58.80%,58.00%,"4,664,223",4547619,7732456,"7,836,806",1.10%,"18,619",0,0,"18,619",
1984,53,37,Oklahoma,55.50%,54.00%,52.90%,"1,290,555",1255676,2324445,"2,373,014",1.20%,"7,872","18,809","1,880","19,157",
1984,72,38,Oregon,66.40%,64.30%,62.50%,"1,265,824",1226527,1906880,"1,962,501",2.60%,"4,224",0,0,"4,224",
1984,14,39,Pennsylvania,,55.10%,54.30%,,4844903,8790815,"8,918,353",1.30%,"13,090",0,0,"13,090",
1984,5,40,Rhode Island,60.60%,58.80%,55.50%,"422,851",410492,697537,"739,064",4.90%,"1,221","7,147",394,"5,189",
1984,48,41,South Carolina,43.70%,41.60%,40.90%,"1,018,701",968529,2329080,"2,368,236",0.70%,"9,892","17,043","3,441","21,855",
1984,37,42,South Dakota,,64.30%,63.80%,,317867,494651,"497,849",0.50%,921,0,0,921,
1984,54,43,Tennessee,,50.10%,49.40%,,1711994,3415760,"3,463,234",0.60%,"7,307","23,598","6,524","25,630",
1984,49,44,Texas,,51.00%,47.40%,,5397571,10582774,"11,397,758",5.40%,"36,682","235,568","40,783","195,249",
1984,67,45,Utah,64.30%,63.00%,61.60%,"641,846",629656,998820,"1,022,083",2.30%,0,0,0,0,
1984,6,46,Vermont,61.60%,61.50%,60.50%,"235,140",234561,381479,"387,620",1.60%,0,0,0,0,
1984,40,47,Virginia,,52.40%,50.70%,,2146635,4100160,"4,234,017",2.60%,"10,839","16,690","5,986","25,170",
